wl_um,n,k
2.42,2.03754561801,1.53061428679e-81
2.43,2.03736850171,1.26796493279e-81
2.44,2.03719080495,1.04891490812e-81
2.45,2.03701258519,8.72183105026e-82
2.46,2.03683408141,7.2413162021e-82
2.47,2.03665492462,6.03154232832e-82
2.48,2.03647538403,5.02817846195e-82
2.49,2.03629530729,4.19142975377e-82
2.5,2.03611477324,3.5084030996e-82
2.51,2.03593375543,2.93289715211e-82
2.52,2.03575228078,2.45928370709e-82
2.53,2.03557027975,2.06463346542e-82
2.54,2.03538778241,1.73134748132e-82
2.55,2.0352046767,1.45920811249e-82
2.56,2.03502105979,1.22885602546e-82
2.57,2.0348370876,1.0353171987e-82
2.58,2.03465240279,8.75483211128e-83
2.59,2.03446735876,7.39889017355e-83
2.6,2.0342817451,6.25882821612e-83
2.61,2.03409559789,5.31129070876e-83
2.62,2.03390892477,4.50464450484e-83
2.63,2.03372176647,3.82405660215e-83
2.64,2.03353401372,3.25668252402e-83
2.65,2.03334569469,2.77227382496e-83
2.66,2.03315679736,2.36004403712e-83
2.67,2.03296746464,2.01728450401e-83
2.68,2.03277754815,1.72379964627e-83
2.69,2.03258704262,1.47253795772e-83
2.7,2.03239609093,1.26198729067e-83
2.71,2.03220452546,1.08251416435e-83
2.72,2.03201235257,9.28397959409e-84
2.73,2.03181955544,7.96765592564e-84
2.74,2.0316262891,6.86037095583e-84
2.75,2.03143239894,5.9066485287e-84
2.76,2.03123804627,5.08585169672e-84
2.77,2.0310430911,4.38623174777e-84
2.78,2.03084743627,3.79085857174e-84
2.79,2.03065125543,3.27675343679e-84
2.8,2.03045454944,2.83277370573e-84
2.81,2.03025734438,2.45267230538e-84
2.82,2.03005928092,2.12797584192e-84
2.83,2.02986084229,1.84691492982e-84
2.84,2.02966186644,1.60337627474e-84
2.85,2.02946221356,1.39223990252e-84
2.86,2.02926182248,1.21277454632e-84
2.87,2.02906094444,1.05691193659e-84
2.88,2.02885950604,9.21738061482e-85
2.89,2.02865748658,8.05602521487e-85
2.9,2.02845475176,7.11542139639e-85
2.91,2.02825147048,6.66601120197e-85
2.92,2.02804756781,7.77631475643e-85
2.93,2.02784310562,1.4873649799e-84
2.94,2.02763792441,4.51830255592e-84
2.95,2.02743222241,1.6370517113e-83
2.96,2.02722577712,7.55510935172e-83
2.97,2.02701880186,3.24118403889e-82
2.98,2.02681119317,1.3054694427e-81
2.99,2.02660298169,5.02850073531e-81
3,2.02639419652,1.87261488931e-80
3.01,2.0261847314,6.79169895494e-80
3.02,2.02597467115,2.8475280054e-79
3.03,2.02576390552,1.12963886694e-78
3.04,2.02555255986,4.24327395261e-78
3.05,2.0253404464,1.53446884313e-77
3.06,2.02512786173,5.38135625969e-77
3.07,2.02491450652,1.84332829285e-76
3.08,2.02470072206,6.18191683813e-76
3.09,2.02448616333,2.2802228039e-75
3.1,2.02427084335,8.27421836429e-75
3.11,2.02405500058,2.87410361015e-74
3.12,2.02383853118,9.66769702789e-74
3.13,2.02362126113,3.17241405484e-73
3.14,2.02340348026,1.01845121831e-72
3.15,2.02318508237,3.21023405845e-72
3.16,2.0229658721,9.96399149756e-72
3.17,2.02274606086,3.04773292152e-71
3.18,2.02252565969,9.91805537462e-71
3.19,2.02230465168,3.20182886307e-70
3.2,2.022082818,1.00562338493e-69
3.21,2.02186030162,3.08596988775e-69
3.22,2.02163728645,9.27824497002e-69
3.23,2.02141343425,2.74501530938e-68
3.24,2.02118899403,7.99689547304e-68
3.25,2.02096393918,2.29776194145e-67
3.26,2.02073819417,6.52104068098e-67
3.27,2.02051167993,1.83001611288e-66
3.28,2.02028449857,5.08000115535e-66
3.29,2.0200567135,1.39546044011e-65
3.3,2.01982831882,3.79532081102e-65
3.31,2.01959908616,1.02313257167e-64
